Release date,Product,Platform,Impact,Max Severity,Article,Article (Link),Download,Download (Link),Build Number,Details,Details (Link)
"Jul 31, 2025",Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,138.0.3351.121,CVE-2025-8292,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-8292
"Jul 25, 2025",Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,138.0.3351.109,CVE-2025-8011,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-8011
"Jul 25, 2025",Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,138.0.3351.109,CVE-2025-8010,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-8010
"Jul 20, 2025",Microsoft SharePoint Server Subscription Edition,,Spoofing,Important,5002768,https://www.microsoft.com/en-us/download/details.aspx?id=108285,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108285,16.0.18526.20508,CVE-2025-53771,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53771
"Jul 20, 2025",Microsoft SharePoint Server 2019,,Spoofing,Important,5002754,https://www.microsoft.com/en-us/download/details.aspx?id=108286,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108286,16.0.10417.20037,CVE-2025-53771,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53771
"Jul 20, 2025",Microsoft SharePoint Server 2019,,Spoofing,Important,5002753,https://support.microsoft.com/help/5002753,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108287,16.0.10417.20037,CVE-2025-53771,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53771
"Jul 20, 2025",Microsoft SharePoint Enterprise Server 2016,,Spoofing,Important,5002760,https://support.microsoft.com/help/5002760,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108288,16.0.5513.1001,CVE-2025-53771,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53771
"Jul 20, 2025",Microsoft SharePoint Enterprise Server 2016,,Spoofing,Important,5002759,https://support.microsoft.com/help/5002759,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108289,16.0.5513.1001,CVE-2025-53771,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53771
"Jul 19, 2025",Microsoft SharePoint Server Subscription Edition,,Remote Code Execution,Critical,5002768,https://www.microsoft.com/en-us/download/details.aspx?id=108285,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108285,16.0.18526.20508,CVE-2025-53770,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53770
"Jul 19, 2025",Microsoft SharePoint Server 2019,,Remote Code Execution,Critical,5002754,https://www.microsoft.com/en-us/download/details.aspx?id=108286,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108286,16.0.10417.20037,CVE-2025-53770,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53770
"Jul 19, 2025",Microsoft SharePoint Server 2019,,Remote Code Execution,Critical,5002753,https://support.microsoft.com/help/5002753,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108287,16.0.10417.20037,CVE-2025-53770,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53770
"Jul 19, 2025",Microsoft SharePoint Enterprise Server 2016,,Remote Code Execution,Critical,5002760,https://support.microsoft.com/help/5002760,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108288,16.0.5513.1001,CVE-2025-53770,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53770
"Jul 19, 2025",Microsoft SharePoint Enterprise Server 2016,,Remote Code Execution,Critical,5002759,https://support.microsoft.com/help/5002759,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108289,16.0.5513.1001,CVE-2025-53770,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53770
"Jul 18, 2025",Microsoft Purview,,Elevation of Privilege,Critical,,,,,,CVE-2025-53762,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53762
"Jul 18, 2025",Azure DevOps,,Elevation of Privilege,Critical,,,,,,CVE-2025-47158,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-47158
"Jul 18, 2025",Azure Machine Learning,,Elevation of Privilege,Critical,,,,,,CVE-2025-47995,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-47995
"Jul 18, 2025",Azure Machine Learning,,Elevation of Privilege,Critical,,,,,,CVE-2025-49746,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49746
"Jul 18, 2025",Azure Machine Learning,,Elevation of Privilege,Critical,,,,,,CVE-2025-49747,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49747
"Jul 16, 2025",Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,138.0.3351.95,CVE-2025-7657,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-7657
"Jul 16, 2025",Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,138.0.3351.95,CVE-2025-6558,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-6558
"Jul 16, 2025",Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,138.0.3351.95,CVE-2025-7656,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-7656
"Jul 8, 2025",Windows Server 2016 (Server Core installation),,Information Disclosure,Critical,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows Server 2016,,Information Disclosure,Critical,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows 10 Version 1607 for x64-based Systems,,Information Disclosure,Critical,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows 10 Version 1607 for 32-bit Systems,,Information Disclosure,Critical,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows Server 2025,,Information Disclosure,Critical,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows 11 Version 24H2 for x64-based Systems,,Information Disclosure,Critical,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025","Windows Server 2022, 23H2 Edition (Server Core installation)",,Information Disclosure,Critical,5062570,https://support.microsoft.com/help/5062570,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,10.0.25398.1732,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows 11 Version 23H2 for x64-based Systems,,Information Disclosure,Critical,5062552,https://support.microsoft.com/help/5062552,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22631.5624,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows Server 2025 (Server Core installation),,Information Disclosure,Critical,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows 10 Version 22H2 for 32-bit Systems,,Information Disclosure,Critical,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19045.6093,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows 10 Version 22H2 for x64-based Systems,,Information Disclosure,Critical,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19045.6093,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows 11 Version 22H2 for x64-based Systems,,Information Disclosure,Critical,5062552,https://support.microsoft.com/help/5062552,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22621.5624,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows 10 Version 21H2 for x64-based Systems,,Information Disclosure,Critical,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows 10 Version 21H2 for 32-bit Systems,,Information Disclosure,Critical,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows Server 2022 (Server Core installation),,Information Disclosure,Critical,5062572,https://support.microsoft.com/help/5062572,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,10.0.20348.3932,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows Server 2022,,Information Disclosure,Critical,5062572,https://support.microsoft.com/help/5062572,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,10.0.20348.3932,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows Server 2019 (Server Core installation),,Information Disclosure,Critical,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows Server 2019,,Information Disclosure,Critical,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Critical,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows 10 Version 1809 for 32-bit Systems,,Information Disclosure,Critical,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357
"Jul 8, 2025",Windows Server 2016 (Server Core installation),,Information Disclosure,Critical,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows Server 2016,,Information Disclosure,Critical,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows 10 Version 1607 for x64-based Systems,,Information Disclosure,Critical,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows 10 Version 1607 for 32-bit Systems,,Information Disclosure,Critical,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows Server 2025,,Information Disclosure,Critical,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows 11 Version 24H2 for x64-based Systems,,Information Disclosure,Critical,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025","Windows Server 2022, 23H2 Edition (Server Core installation)",,Information Disclosure,Critical,5062570,https://support.microsoft.com/help/5062570,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,10.0.25398.1732,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows 11 Version 23H2 for x64-based Systems,,Information Disclosure,Critical,5062552,https://support.microsoft.com/help/5062552,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22631.5624,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows Server 2025 (Server Core installation),,Information Disclosure,Critical,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows 10 Version 22H2 for 32-bit Systems,,Information Disclosure,Critical,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19045.6093,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows 10 Version 22H2 for x64-based Systems,,Information Disclosure,Critical,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19045.6093,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows 11 Version 22H2 for x64-based Systems,,Information Disclosure,Critical,5062552,https://support.microsoft.com/help/5062552,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22621.5624,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows 10 Version 21H2 for x64-based Systems,,Information Disclosure,Critical,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows 10 Version 21H2 for 32-bit Systems,,Information Disclosure,Critical,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows Server 2022 (Server Core installation),,Information Disclosure,Critical,5062572,https://support.microsoft.com/help/5062572,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,10.0.20348.3932,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows Server 2022,,Information Disclosure,Critical,5062572,https://support.microsoft.com/help/5062572,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,10.0.20348.3932,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows Server 2019 (Server Core installation),,Information Disclosure,Critical,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows Server 2019,,Information Disclosure,Critical,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Critical,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Windows 10 Version 1809 for 32-bit Systems,,Information Disclosure,Critical,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350
"Jul 8, 2025",Microsoft Word 2016 (32-bit edition),,Remote Code Execution,Important,5002742,https://support.microsoft.com/help/5002742,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108252,16.0.5508.1001,CVE-2025-49700,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49700
"Jul 8, 2025",Microsoft Word 2016 (32-bit edition),,Remote Code Execution,Important,5002655,https://support.microsoft.com/help/5002655,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108253,16.0.5508.1000,CVE-2025-49700,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49700
"Jul 8, 2025",Windows 10 Version 22H2 for x64-based Systems,,Elevation of Privilege,Important,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19045.6093,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659
"Jul 8, 2025",Windows 11 Version 22H2 for x64-based Systems,,Elevation of Privilege,Important,5062552,https://support.microsoft.com/help/5062552,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22621.5624,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659
"Jul 8, 2025",Windows 11 Version 22H2 for ARM64-based Systems,,Elevation of Privilege,Important,5062552,https://support.microsoft.com/help/5062552,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22621.5624,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659
"Jul 8, 2025",Windows 10 Version 21H2 for x64-based Systems,,Elevation of Privilege,Important,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659
"Jul 8, 2025",Windows 10 Version 21H2 for ARM64-based Systems,,Elevation of Privilege,Important,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659
"Jul 8, 2025",Windows 10 Version 21H2 for 32-bit Systems,,Elevation of Privilege,Important,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659
"Jul 8, 2025",Windows Server 2022 (Server Core installation),,Elevation of Privilege,Important,5062572,https://support.microsoft.com/help/5062572,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,10.0.20348.3932,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659
"Jul 8, 2025",Windows Server 2022,,Elevation of Privilege,Important,5062572,https://support.microsoft.com/help/5062572,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,10.0.20348.3932,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659
"Jul 8, 2025",Windows Server 2019 (Server Core installation),,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659
"Jul 8, 2025",Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659
"Jul 8, 2025",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659
"Jul 8, 2025",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Important,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-48823,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48823
"Jul 8, 2025",Windows 10 for 32-bit Systems,,Security Feature Bypass,Important,5062561,https://support.microsoft.com/help/5062561,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062561,10.0.10240.21073,CVE-2025-48818,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48818
"Jul 8, 2025",Windows 10 for x64-based Systems,,Elevation of Privilege,Important,5062561,https://support.microsoft.com/help/5062561,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062561,10.0.10240.21073,CVE-2025-49732,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49732
"Jul 8, 2025",Windows 10 for 32-bit Systems,,Elevation of Privilege,Important,5062561,https://support.microsoft.com/help/5062561,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062561,10.0.10240.21073,CVE-2025-49732,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49732
"Jul 8, 2025",Windows Server 2025,,Elevation of Privilege,Important,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2025-49732,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49732
"Jul 8, 2025",Windows 11 Version 24H2 for x64-based Systems,,Elevation of Privilege,Important,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2025-49732,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49732
"Jul 8, 2025",Windows 11 Version 24H2 for ARM64-based Systems,,Elevation of Privilege,Important,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2025-49732,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49732
"Jul 8, 2025","Windows Server 2022, 23H2 Edition (Server Core installation)",,Elevation of Privilege,Important,5062570,https://support.microsoft.com/help/5062570,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,10.0.25398.1732,CVE-2025-49732,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49732
"Jul 8, 2025",Windows 11 Version 23H2 for x64-based Systems,,Elevation of Privilege,Important,5062552,https://support.microsoft.com/help/5062552,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22631.5624,CVE-2025-49732,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49732
"Jul 8, 2025",Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5062624,https://support.microsoft.com/help/5062624,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,6.0.6003.23418,CVE-2025-49727,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49727
"Jul 8, 2025",Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5062618,https://support.microsoft.com/help/5062618,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,6.0.6003.23418,CVE-2025-49727,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49727
"Jul 8, 2025",Windows Server 2008 for x64-based Systems Service Pack 2,,Elevation of Privilege,Important,5062624,https://support.microsoft.com/help/5062624,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,6.0.6003.23418,CVE-2025-49727,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49727
"Jul 8, 2025",Windows Server 2008 for x64-based Systems Service Pack 2,,Elevation of Privilege,Important,5062618,https://support.microsoft.com/help/5062618,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,6.0.6003.23418,CVE-2025-49727,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49727
"Jul 8, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5062624,https://support.microsoft.com/help/5062624,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,6.0.6003.23418,CVE-2025-49727,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49727
"Jul 8, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5062618,https://support.microsoft.com/help/5062618,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,6.0.6003.23418,CVE-2025-49727,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49727
"Jul 8, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2,,Elevation of Privilege,Important,5062624,https://support.microsoft.com/help/5062624,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,6.0.6003.23418,CVE-2025-49727,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49727
"Jul 8, 2025",Windows Server 2008 for 32-bit Systems Service Pack 2,,Elevation of Privilege,Important,5062618,https://support.microsoft.com/help/5062618,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,6.0.6003.23418,CVE-2025-49727,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49727
